raw_text,normalized_message,intent,sentiment,confidence,clarification
itn#a slow# $kyu ho,I want to report a fraud,report_fraud,worried,0.75,Can you provide transaction ID?
😭  acct  blckd?,There was an unauthorized transaction,report_fraud,angry,0.97,
😭 acct blckd?,Someone scammed me,report_fraud,upset,0.71,Can you provide transaction ID?
upd8 phn no.,There was an unauthorized transaction,report_fraud,angry,0.71,Can you provide transaction ID?
samajh  nahi  aaya$,Someone scammed me,report_fraud,worried,0.73,Please share more details
phon$e  num$ber$  b@adalna  hai,I want to report a fraud,report_fraud,angry,0.77,Please share more details
service achi lagi 😊,Suspicious activity detected,report_fraud,upset,0.9,Can you provide transaction ID?
itna slow kyu ho,There was an unauthorized transaction,report_fraud,upset,0.9,
😭  #a@c$ct  blck@d#?,Unknown deduction from my account,report_fraud,angry,0.71,
upd8 ph&n% no.,There was an unauthorized transaction,report_fraud,upset,0.95,
mere  paise  kahan  gaye  😡,My money was stolen,report_fraud,angry,0.77,Can you provide transaction ID?
msg  err  agn@,Money missing from account,report_fraud,upset,0.83,
phone number badalna hai,There was an unauthorized transaction,report_fraud,angry,0.91,
phone  number  badalna  hai,Someone scammed me,report_fraud,upset,0.87,Can you provide transaction ID?
IFS&C kya hota hai?,Help me report a scam,report_fraud,worried,0.91,Please share more details
bhai balan$c@e di^kha,Fraud alert on my account,report_fraud,worried,0.87,
kisi se baat karni hai,Money missing from account,report_fraud,upset,0.83,Can you provide transaction ID?
s@ervi@ce achi lagi 😊&,There was an unauthorized transaction,report_fraud,angry,0.84,Please share more details
msg  e@rr  a#gn,There was an unauthorized transaction,report_fraud,upset,0.96,Please share more details
no c$l@ue@ wht hppnd 😕,Help me report a scam,report_fraud,upset,0.75,Please share more details
hpy wid srvcs 😊,Money missing from account,report_fraud,angry,0.72,Can you provide transaction ID?
kisi se& baat karni ha%i*,I want to talk to someone,human_agent_request,urgent,0.74,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.78,
service achi lagi 😊,I liked the service,feedback,happy,0.84,pls provide your feedback
upd8  ph$n  no.,Update my phone number,update_info,neutral,0.88,
upd8 ph&n no.,Update my phone number,update_info,neutral,0.97,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.57,
phone number badal*na hai,I want to update my phone number,update_info,neutral,0.94,
😭 acct% blckd?,Is my account blocked?,account_issue,sad,0.84,
😡  y  tf  my  txn@  fail,Why did my transaction fail?,failed_transaction,angry,0.72,
i#tna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.7,
service ach&i %lagi 😊,I liked the service,feedback,happy,0.9,pls provide your feedback
itna *slow kyu ho,Why is it so slow?,complaint,annoyed,0.72,
service achi lagi 😊,I liked the service,feedback,happy,0.98,pls provide your feedback
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.84,
me@ra ac%c#ount block h#o gaya 😭,My account has been blocked,account_issue,sad,0.95,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.84,pls provide your feedback
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.54,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.92,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.46,Can you please explain further?
bhai  balance  dikha#,"Bhai, show me balance",check_balance,neutral,0.96,
hp^y wid srvcs 😊,I am happy with your services,feedback,happy,0.93,pls provide your feedback
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.89,
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.77,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.79,
bhai  #balan$ce  @dikha,"Bhai, show me balance",check_balance,neutral,0.93,
kisi  se  b#aat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.92,
w#nt  2  tlk  @2  s@m1$,I want to talk to someone,human_agent_request,urgent,0.83,
phone number badalna hai,I want to update my phone number,update_info,neutral,0.84,
ph@ir  error  aa  raha  h@ai,I am getting error again,app_issue,frustrated,0.76,
phone#  number$  @badalna  ha@i,I want to update my phone number,update_info,neutral,0.96,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.67,
wn@t  2  tlk  2@  sm1,I want to talk to someone,human_agent_request,urgent,0.99,
bhai# #balan*c$e d%ikha,"Bhai, show me balance",check_balance,neutral,0.93,
phone number badalna hai,I want to update my phone number,update_info,neutral,0.88,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.68,
phone num*ber badalna h#ai,I want to update my phone number,update_info,neutral,0.83,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.77,
no cl&u*e wh&t hppnd 😕,I have no idea what happened,unknown,confused,0.47,Can you please explain further?
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.92,
kisi #se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.97,
samajh  nahi  aa$ya,I didn't understand,unknown,confused,0.33,Can you please explain further?
upd8  phn  no.,Update my phone number,update_info,neutral,0.9,
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.84,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.53,
service achi lagi 😊,I liked the service,feedback,happy,0.97,pls provide your feedback
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.77,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.72,
up%d8 phn$ n$o.,Update my phone number,update_info,neutral,0.88,
bhai balance dikha,"Bhai, show me balance",check_balance,neutral,0.92,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.85,
phir  error#  aa  raha  hai,I am getting error again,app_issue,frustrated,0.77,
mer$a  accoun$t@  block  ho  #gaya  😭,My account has been blocked,account_issue,sad,0.93,
upd8  phn  no.,Update my phone number,update_info,neutral,0.81,
msg  $err  #a@g#n,I am getting message error again,app_issue,frustrated,0.76,
wnt 2 tlk 2 sm1,I want to talk to someone,human_agent_request,urgent,0.91,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.87,
ph$ir  erro$r@  aa  raha  hai,I am getting error again,app_issue,frustrated,0.67,
hpy  wid  srvcs  😊$,I am happy with your services,feedback,happy,0.93,pls provide your feedback
🤔 uh wot's IFSC?@?,What is IFSC?,general_query,confused,0.36,Can you please explain further?
p#h^one^ num^ber badalna hai,I want to update my phone number,update_info,neutral,0.86,
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.93,
bhai  @balanc@e@  @dikha,"Bhai, show me balance",check_balance,neutral,0.99,
no#  clu$e  wht$  hppnd  😕,I have no idea what happened,unknown,confused,0.5,
samajh nahi aaya,I didn't understand,unknown,confused,0.54,
phir error a^a rah&a hai,I am getting error again,app_issue,frustrated,0.67,
🙄  y  $u  guys  sl@ow,Why are you guys so slow?,complaint,annoyed,0.66,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.8,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.5,
bal  #pls,Please show me my balance,check_balance,neutral,0.89,
kis#i  #se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.71,
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.72,
p@hi$r err%or aa r@a$ha^ hai,I am getting error again,app_issue,frustrated,0.79,
🤔 uh w*ot'*s IFSC??,What is IFSC?,general_query,confused,0.43,Can you please explain further?
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.89,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.8,
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.86,
sam%ajh $nahi aa#ya,I didn't understand,unknown,confused,0.51,
🤔 %uh wot's IFSC??#,What is IFSC?,general_query,confused,0.57,
IFSC ky#a hota hai*?,What is IFSC?,general_query,confused,0.46,Can you please explain further?
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.77,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.53,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.85,
IFSC ky&a* hota hai?,What is IFSC?,general_query,confused,0.47,Can you please explain further?
itna slow ky#u ho^,Why is it so slow?,complaint,annoyed,0.86,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.55,
mera accoun&t blo%ck ho gaya 😭,My account has been blocked,account_issue,sad,0.94,
😡  #y  tf  my  txn  fai$l,Why did my transaction fail?,failed_transaction,angry,0.97,
wnt  2  #tl$k  2  sm1,I want to talk to someone,human_agent_request,urgent,0.77,
😭 acc*t blck&d?,Is my account blocked?,account_issue,sad,0.78,
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.36,Can you please explain further?
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.71,
b@al  pls,Please show me my balance,check_balance,neutral,0.9,
me#re  paise  k$aha@n  g$aye  😡,Where did my money go?,transaction_issue,angry,0.89,
service achi lagi 😊,I liked the service,feedback,happy,0.9,pls provide your feedback
bhai  bala@nce  dik@ha,"Bhai, show me balance",check_balance,neutral,0.83,
bal  pls,Please show me my balance,check_balance,neutral,0.9,
upd8& p#hn no*.,Update my phone number,update_info,neutral,0.9,
service  achi  lagi  😊,I liked the service,feedback,happy,1,pls provide your feedback
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.55,
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.95,
🙄 y &u gu$ys s#low,Why are you guys so slow?,complaint,annoyed,0.6,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.81,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.77,
upd8  @p@hn  no.,Update my phone number,update_info,neutral,0.86,
service  achi  lagi  😊,I liked the service,feedback,happy,0.92,pls provide your feedback
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.99,
service  achi  lagi  😊,I liked the service,feedback,happy,0.91,pls provide your feedback
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.61,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.81,
samajh nahi aaya,I didn't understand,unknown,confused,0.48,Can you please explain further?
p@hir error aa raha hai,I am getting error again,app_issue,frustrated,0.88,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.76,
up^d8 phn no.,Update my phone number,update_info,neutral,0.87,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.61,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.46,Can you please explain further?
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.83,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.94,pls provide your feedback
msg  err  agn,I am getting message error again,app_issue,frustrated,0.71,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.72,
😡 y tf ^my txn #fail,Why did my transaction fail?,failed_transaction,angry,0.89,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.52,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.88,
mera acc*ount bl#ock ho gaya 😭@,My account has been blocked,account_issue,sad,0.78,
msg$ err agn,I am getting message error again,app_issue,frustrated,0.86,
se%rvi^c&e *achi lag@i^ 😊#,I liked the service,feedback,happy,0.97,pls provide your feedback
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.63,
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.83,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,1,pls provide your feedback
IFS*C kya hota hai?,What is IFSC?,general_query,confused,0.52,
phone  number#  badalna  hai,I want to update my phone number,update_info,neutral,0.89,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.7,
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.58,
🙄  y  u  guys  sl$ow#,Why are you guys so slow?,complaint,annoyed,0.69,
🙄  y  u  guys#  slow,Why are you guys so slow?,complaint,annoyed,0.88,
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.34,Can you please explain further?
bhai ba^lance di$kha,"Bhai, show me balance",check_balance,neutral,0.84,
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.76,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.81,pls provide your feedback
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.79,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.64,
🙄 y^ u #guy*s *slow,Why are you guys so slow?,complaint,annoyed,0.68,
no c&lue w$ht hppnd 😕,I have no idea what happened,unknown,confused,0.41,Can you please explain further?
upd8 p%hn no.,Update my phone number,update_info,neutral,0.98,
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.59,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.95,
itna  $sl$ow  kyu  ho,Why is it so slow?,complaint,annoyed,0.74,
wnt  2  tlk  2  #sm#1,I want to talk to someone,human_agent_request,urgent,0.87,
